med_id,generic_name,normalized_name,previous_status,previous_rules,previous_auto,previous_verified_biblio,harvest_status,match_confidence,matched_term,rxnorm_name,rxnorm_score,setid,spl_version,published_date,label_title,source_url,renal_section_titles,renal_text,rule_type,query_trace,error,v2_decision,v2_reason,v4_decision,v4_reason,v4_identity_reason,v4_identity_score,v4_effective_time,v4_spl_set_id,v4_source_url,v4_renal_fields,v4_renal_text,v4_openfda_rxcui,v4_openfda_generic_name,v4_openfda_substance_name
MED-0016,ACETONIDO DE TRIAMCINOLONA,ACETONIDO DE TRIAMCINOLONA,NO_RENAL_CONTENT,0,0,0,HIGH_MATCH_NO_EXPLICIT_RENAL_DOSING_TEXT,HIGH,ACETONIDO DE TRIAMCINOLONA,Triamcinolona,9.889425277709961,5a79639b-eb66-e726-e063-6394a90aeb01,1,"Sep 03, 2026",TRIAMCINOLONE ACETONIDE OINTMENT [REDPHARM DRUG],https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5a79639b-eb66-e726-e063-6394a90aeb01,,,,,,REVIEW,HIGH_MATCH_NO_EXPLICIT_RENAL_DOSING_TEXT,REVIEW,NO_OPENFDA_LABEL,,,,,,,,,,
MED-0018,ÁCIDO ACETIL SALICILICO,ACIDO ACETIL SALICILICO,NO_RENAL_CONTENT,0,0,0,AMBIGUOUS_DAILYMED_MATCH,MEDIUM,ACID ACETIL SALICILICO,Salicylic Acid,9.881744384765625,5b2c616d-78df-4fe8-e063-6394a90ad3d3,2,"Sep 18, 2026","LIXUHYA LIQUID SKIN WART CORN REMOVER (SALICYLIC ACID 40% LIQUID SKIN WART CORN REMOVER) LIQUID [HUBEI MINXIN PHARMACEUTICAL CO., LTD.]",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5b2c616d-78df-4fe8-e063-6394a90ad3d3,,,,,,REVIEW,AMBIGUOUS_DAILYMED_MATCH,REVIEW,NO_OPENFDA_IDENTITY_CONFIRMED_LABEL,,,,,,,,,,
MED-0019,ACIDO ALFA LIPOICO,ACIDO ALFA LIPOICO,NO_RENAL_CONTENT,0,0,0,AMBIGUOUS_DAILYMED_MATCH,MEDIUM,ACIDO ALFA LIPOICO,Cipaglucosidase alfa,10.678212547302246,d77aa596-910d-516b-e053-2995a90a0839,8,"Aug 17, 2026","POMBILITI ATGA (CIPAGLUCOSIDASE ALFA-ATGA) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION [AMICUS THERAPEUTICS US, LLC]",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d77aa596-910d-516b-e053-2995a90a0839,,,,,,REVIEW,AMBIGUOUS_DAILYMED_MATCH,REVIEW,NO_OPENFDA_IDENTITY_CONFIRMED_LABEL,,,,,,,,,,
MED-0020,ACIDO ALGINICO,ACIDO ALGINICO,NO_RENAL_CONTENT,0,0,0,HIGH_MATCH_NO_EXPLICIT_RENAL_DOSING_TEXT,HIGH,ACID ALGINICO,Alginic Acid,10.311925888061523,c55efca6-5a5b-134b-e053-2a95a90a8245,4,"Aug 02, 2024","AL00761 ALBA BOTANICA ACNEDOTE FACE AND BODY SCRUB (SALICYLIC ACID) CREAM [THE HAIN CELESTIAL GROUP, INC.]",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c55efca6-5a5b-134b-e053-2a95a90a8245,,,,,,REVIEW,HIGH_MATCH_NO_EXPLICIT_RENAL_DOSING_TEXT,REVIEW,NO_OPENFDA_LABEL,,,,,,,,,,
MED-0021,ACIDO ASCORBICO,ACIDO ASCORBICO,NO_RENAL_CONTENT,0,0,0,HIGH_MATCH_NO_EXPLICIT_RENAL_DOSING_TEXT,HIGH,ACIDO ASCORBICO,ascorbic acid,100.0,4bf23dd2-1627-4471-a05e-fa55c304e596,1,"Sep 15, 2026","TRUEONE (VITAMIN A, THIAMINE, RIBOFLAVIN, NIACINAMIDE, PYRIDOXINE HCL, CYANOCOBALAMIN, ASCORBIC ACID, CHOLECALCIFEROL, FOLIC ACID) TABLET [TRIVIA PHARMACEUTICALS, LLC]",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4bf23dd2-1627-4471-a05e-fa55c304e596,,,,,,REVIEW,HIGH_MATCH_NO_EXPLICIT_RENAL_DOSING_TEXT,REVIEW,NO_OPENFDA_IDENTITY_CONFIRMED_LABEL,,,,,,,,,,
MED-0023,ACIDO CITRICO,ACIDO CITRICO,NO_RENAL_CONTENT,0,0,0,HIGH_MATCH_NO_EXPLICIT_RENAL_DOSING_TEXT,HIGH,ACIDO CITRICO,citric acid,100.0,4ac63cf7-f064-30a1-e054-00144ff88e88,8,"Sep 17, 2026","CVS EFFERVESCENT ANTACID AND PAIN RELIEVER (ASPIRIN, ANHYDROUS CITRIC ACID, SODIUM BICARBONATE) TABLET, EFFERVESCENT [CVS PHARMACY]",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4ac63cf7-f064-30a1-e054-00144ff88e88,,,,,,REVIEW,HIGH_MATCH_NO_EXPLICIT_RENAL_DOSING_TEXT,REVIEW,NO_OPENFDA_IDENTITY_CONFIRMED_LABEL,,,,,,,,,,
MED-0024,ÁCIDO CLAVULÁNICO,ACIDO CLAVULANICO,NO_RENAL_CONTENT,0,0,0,HIGH_MATCH_RENAL_EVIDENCE,HIGH,ACID CLAVULANICO,ácido clavulánico,8.218109893798829,704e99b1-c14a-40bf-adbd-c2794fa92c72,4,"Sep 14, 2026","AMOXICILLIN AND CLAVULANATE POTASSIUM TABLET, FILM COATED [REMEDYREPACK INC.]",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=704e99b1-c14a-40bf-adbd-c2794fa92c72,2.4 Patients with Renal Impairment | 8.6 Renal Impairment | 8.4 Pediatric Use | 8.5 Geriatric Use,"2.4 Patients with Renal Impairment: Patients with impaired renal function do not generally require a reduction in dose unless the impairment is severe. Renal impairment patients with a glomerular filtration rate (GFR) of less than 30 mL/min should NOT receive the 875 mg dose (based on the amoxicillin component) of amoxicillin and clavulanate potassium tablet. See dosing regimens in patients with severe renal impairment provided in Table 4. Table 4. Dosing Regimens of Amoxicillin and Clavulanate Potassium Tablets in Patients with Severe Renal Impairment Patients with Renal Impairment Dosing Regimen GFR 10 mL/min to 30 mL/min 500 mg or 250 mg every 12 hours, depending on the severity of the infection GFR less than 10 mL/min 500 mg or 250 mg every 24 hours, depending on severity of the infection Hemodialysis 500 mg or 250 mg every 24 hours, depending on severity of the infection Administer an additional dose both during and at the end of dialysis

8.6 Renal Impairment: Amoxicillin is primarily eliminated by the kidney and dosage adjustment is usually required in patients with severe renal impairment (GFR less than 30 mL/min). See Patients with Renal Impairment [see Dosage and Administration (2.4) ] for specific recommendations in patients with renal impairment.

8.4 Pediatric Use: The safety and effectiveness of amoxicillin and clavulanate potassium for oral suspension and chewable tablets have been established in pediatric patients. Use of amoxicillin and clavulanate potassium tablets in pediatric patients is supported by evidence from studies of amoxicillin and clavulanate potassium tablets in adults with additional data from a study of amoxicillin and clavulanate potassium for oral suspension in pediatric patients aged 2 months to 12 years with acute otitis media [see Clinical Studies (14.2) ] . Because of incompletely developed renal function in neonates and young infants, the elimination of amoxicillin may be delayed; clavulanate elimination is unaltered in this age group. Dosing of amoxicillin and clavulanate potassium should be modified in pediatric patients aged less than 12 weeks (less than 3 months) [see Dosage and Administration (2.3) ] .

8.5 Geriatric Use: Of the 3,119 patients in an analysis of clinical studies of amoxicillin and clavulanate potassium, 32% were greater than or equal to 65 years old, and 14% were greater than or equal to 75 years old. No overall differences in safety or effectiveness were observed between these subjects and younger subjects, and other reported clinical experience has not identified differences in responses between the elderly and younger patients, but greater sensitivity of some older individuals cannot be ruled out. This drug is known to be substantially excreted by the kidney, and the risk of adverse reactions to this drug may be greater in patients with impaired renal function. Because elderly patients are more likely to have decreased renal function, care should be taken in dose selection, and it may be useful to monitor renal function.",PRECAUCION,,,REJECT,SINGLE_INGREDIENT_MATCHED_COMBINATION_LABEL,REVIEW,NO_OPENFDA_LABEL,,,,,,,,,,
MED-0025,ACIDO COLICO,ACIDO COLICO,NO_RENAL_CONTENT,0,0,0,AMBIGUOUS_DAILYMED_MATCH,MEDIUM,ACIDO COLICO,ácido linoleico,6.192080187797546,ea4d564f-ac64-abac-e053-2a95a90a8abb,5,"Aug 18, 2025","MOISTURE SURGE CC BROAD SPECTRUM SPF 30 HYDRATING COLOUR CORRECTOR (OCTINOXATE, OCTISALATE, TITANIUM DIOXIDE, AND ZINC OXIDE) CREAM [CLINIQUE LABORATORIES LLC]",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ea4d564f-ac64-abac-e053-2a95a90a8abb,,,,,,REVIEW,AMBIGUOUS_DAILYMED_MATCH,REVIEW,NO_OPENFDA_LABEL,,,,,,,,,,
MED-0026,ACIDO DECOSA HEXAENOICO,ACIDO DECOSA HEXAENOICO,NO_RENAL_CONTENT,0,0,0,AMBIGUOUS_DAILYMED_MATCH,MEDIUM,ACIDO DECOSA HEXAENOICO,ácido linoleico,6.300713173548381,e9a52ccc-6ba0-4417-86cc-b2116a5b8d26,1,"Apr 08, 2026","UNBLEMISH 30-DAY REGIMEN (SALICYLIC ACID, BENZOYL PEROXIDE, HOMOSALATE, OCTOCRYLENE, OCTISALATE, AVOBENZONE) KIT [RODAN & FIELDS]",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e9a52ccc-6ba0-4417-86cc-b2116a5b8d26,,,,,,REVIEW,AMBIGUOUS_DAILYMED_MATCH,REVIEW,NO_OPENFDA_LABEL,,,,,,,,,,
MED-0027,ÁCIDO FENOFIBRICO,ACIDO FENOFIBRICO,NO_RENAL_CONTENT,0,0,0,AMBIGUOUS_DAILYMED_MATCH,MEDIUM,ÁCIDO FENOFIBRICO,ácido linoleico,6.192080187797546,e9a52ccc-6ba0-4417-86cc-b2116a5b8d26,1,"Apr 08, 2026","UNBLEMISH 30-DAY REGIMEN (SALICYLIC ACID, BENZOYL PEROXIDE, HOMOSALATE, OCTOCRYLENE, OCTISALATE, AVOBENZONE) KIT [RODAN & FIELDS]",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e9a52ccc-6ba0-4417-86cc-b2116a5b8d26,,,,,,REVIEW,AMBIGUOUS_DAILYMED_MATCH,REVIEW,NO_OPENFDA_LABEL,,,,,,,,,,
MED-0028,ÁCIDO FOLICO,ACIDO FOLICO,NO_RENAL_CONTENT,0,0,0,HIGH_MATCH_NO_EXPLICIT_RENAL_DOSING_TEXT,HIGH,ACID FOLICO,ácido fólico,8.218109893798829,371e914f-e65a-4ad5-aeb6-54d8c7ab6838,7,"Sep 10, 2026","TARON-C DHA (FERROUS FUMARATE, IRON, ASCORBIC ACID, FOLIC ACID, THIAMINE MONONITRATE, RIBOFLAVIN, NIACIN, CALCIUM PANTOTHENATE, PYRIDOXINE HYDROCHLORIDE, BIOTIN, CYANOCOBALAMIN, CUPRIC SULFATE, MAGNESIUM SULFATE, ZINC SULFATE, AND OMEGA-3 FATTY ACIDS) CAPSULE [TRIGEN LABORATORIES, LLC]",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=371e914f-e65a-4ad5-aeb6-54d8c7ab6838,,,,,,REVIEW,HIGH_MATCH_NO_EXPLICIT_RENAL_DOSING_TEXT,REVIEW,NO_OPENFDA_LABEL,,,,,,,,,,
MED-0031,ACIDO OROTICO ANHIDRO,ACIDO OROTICO ANHIDRO,NO_RENAL_CONTENT,0,0,0,HIGH_MATCH_NO_EXPLICIT_RENAL_DOSING_TEXT,HIGH,ACIDO OROTICO ANHIDRO,Acido orotico,15.40086555480957,6edee6eb-0ec9-4d2a-9dc9-dc2a6503a6db,1,"Apr 10, 2025","BIO CO ENZYME PHASE (ACONITICUM ACIDUM, CIS-, ADENOSINUM TRIPHOSPHORICUM DINATRUM, ADRENALINUM, , ALPHA-KETOGLUTARICUM ACIDUM, ALPHA-LIPOICUM ACIDUM, ASCORBICUM ACIDUM, BARIUM OXALSUCCINICUM, BETA VULGARIS, CERIUM OXALICUM, CITRICUM ACIDUM, CYSTEINUM, FUMARICUM ACIDUM, HEPAR SULPHURIS CALCAREUM, MAGNESIUM OROTICUM DIHYDRICUM, MALICUM ACIDUM, MANGANUM PHOSPHORICUM, NADIDUM, NATRUM OXALACETICUM, NATRUM PYRUVICUM, NICOTINAMIDUM, PANTOTHENIC ACID, PROTEUS (MORGANI), PULSATILLA (PRATENSIS), PYRIDOXINUM HYDROCHLORICUM, RIBOFLAVINUM,) LIQUID [DESERET BIOLOGICALS, INC.]",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6edee6eb-0ec9-4d2a-9dc9-dc2a6503a6db,,,,,,REVIEW,HIGH_MATCH_NO_EXPLICIT_RENAL_DOSING_TEXT,REVIEW,NO_OPENFDA_LABEL,,,,,,,,,,
MED-0032,ACIDO PIPEMIDICO,ACIDO PIPEMIDICO,NO_RENAL_CONTENT,0,0,0,RXNORM_MATCH_NO_DAILYMED_SPL,MEDIUM,ACID PIPEMIDICO,acido pipemidico,8.218109893798829,,,,,,,,,,,REVIEW,RXNORM_MATCH_NO_DAILYMED_SPL,REVIEW,NO_OPENFDA_LABEL,,,,,,,,,,
MED-0034,ACIDO TOLFENAMICO,ACIDO TOLFENAMICO,NO_RENAL_CONTENT,0,0,0,RXNORM_MATCH_NO_DAILYMED_SPL,MEDIUM,ACIDO TOLFENAMICO,tolfenamic acid,100.0,,,,,,,,,,,REVIEW,RXNORM_MATCH_NO_DAILYMED_SPL,REVIEW,NO_OPENFDA_LABEL,,,,,,,,,,
MED-0036,ACIDO URSODESOXICOLICO,ACIDO URSODESOXICOLICO,NO_RENAL_CONTENT,0,0,0,AMBIGUOUS_DAILYMED_MATCH,MEDIUM,ACID URSODESOXICOLICO,ursodeoxycholic acid,5.63107967376709,9f892c0a-8cab-4515-8074-fbfaa1781946,4,"Jul 12, 2021","URSODEOXYCHOLIC ACID (URSODIOL) POWDER [BLUEBAY SHANDONG CO.,LTD]",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9f892c0a-8cab-4515-8074-fbfaa1781946,,,,,,REVIEW,AMBIGUOUS_DAILYMED_MATCH,REVIEW,NO_OPENFDA_LABEL,,,,,,,,,,
MED-0038,ÁCIDOS OMEGA 3 ETIL ESTER 84%(EQUIVALENTE A 465 MG DE ÁCIDO EIC...,ACIDOS OMEGA 3 ETIL ESTER 84%(EQUIVALENTE A 465 MG DE ACIDO EIC...,NO_RENAL_CONTENT,0,0,0,AMBIGUOUS_DAILYMED_MATCH,MEDIUM,ACIDOS OMEGA 3 ETIL ESTER 84% EQUIVALENTE A 465 MG DE ACID EIC...,Omega-3-Acid Ethyl Esters,15.663772119794574,9e041905-40a7-4d5b-af1c-6c544e0748b9,1,"Sep 07, 2026","OMEGA-3-ACID ETHYL ESTERS CAPSULE, LIQUID FILLED [REMEDYREPACK INC.]",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9e041905-40a7-4d5b-af1c-6c544e0748b9,,,,,,REVIEW,AMBIGUOUS_DAILYMED_MATCH,REVIEW,NO_OPENFDA_IDENTITY_CONFIRMED_LABEL,,,,,,,,,,
MED-0040,AGOMELATINA,AGOMELATINA,NO_RENAL_CONTENT,0,0,0,NO_RXNORM_MATCH,NONE,,,0.0,,,,,,,,,AGOMELATINA,,REVIEW,NO_RXNORM_MATCH,REVIEW,NO_OPENFDA_LABEL,,,,,,,,,,
MED-0041,ALBENDAZOL,ALBENDAZOL,NO_RENAL_CONTENT,0,0,0,HIGH_MATCH_RENAL_EVIDENCE,HIGH,ALBENDAZOL,albendazole,100.0,8de337eb-92e1-15b5-e053-2a95a90ac4f1,5,"Aug 28, 2026","ALBENDAZOLE TABLET [GOLDEN STATE MEDICAL SUPPLY, INC.]",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8de337eb-92e1-15b5-e053-2a95a90ac4f1,8.6 Patients with Impaired Renal Function,8.6 Patients with Impaired Renal Function: The pharmacokinetics of Albendazole Tablets in patients with impaired renal function has not been studied.,PRECAUCION,,,REJECT,PK_CAUTION_OR_DIALYSIS_ONLY_NO_DOSING_ACTION,REVIEW,NO_OPENFDA_IDENTITY_CONFIRMED_LABEL,,,,,,,,,,
MED-0044,ALIZAPRIDA,ALIZAPRIDA,NO_RENAL_CONTENT,0,0,0,RXNORM_MATCH_NO_DAILYMED_SPL,MEDIUM,ALIZAPRIDA,alizapride,100.0,,,,,,,,,,,REVIEW,RXNORM_MATCH_NO_DAILYMED_SPL,REVIEW,NO_OPENFDA_LABEL,,,,,,,,,,
